Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Mulvane Historical Museum,"300 W Main St, Mulvane",Mulvane,4.7,43,37.4737894,-97.2462431,"tourist_attraction, museum, point_of_interest, establishment","This place is great and definitely worth a stop. There are so many wonderful treasures in this museum. The staff is very friendly, and we loved meeting Autumn. She was so nice and a sweetheart.
The caboose was really cool to look around and see inside. T"
Souders Historical Farm Museum,"39925 West 39th St S, Cheney",Cheney,4.9,25,37.616844,-97.79978,"museum, tourist_attraction, point_of_interest, establishment",A super interesting historical museum that is seemingly in the middle of nowhere. There are many unique and just plain cool antiques and artifacts that you can literally get up close and personal with. I recommend a stop if you are in the area!
Old Town Information,"151 N Rock Island Ave, Wichita",Wichita,4.5,6,37.6876891,-97.3284499,"point_of_interest, establishment",I love old town. Its comfortable and easy to walk from shop to shop.
The Lucky Tree,"KS-96, Colwich",Colwich,5.0,23,37.8182452,-97.5093695,"point_of_interest, establishment","This tree is awesome in the spring when traveling east as it just keeps getting bigger and bigger, a true testament of time. The tree generates a calming effect as if to testify that the more things change the more they stay the same."
Rose Hill Historical Society,"106 S Main St, Rose Hill",Rose Hill,4.0,4,37.5589645,-97.1335978,"museum, point_of_interest, establishment",
Stewart Creek Bridge - 1904,"51st Rd, Udall",Udall,4.7,7,37.385101,-97.060623,"point_of_interest, establishment",Lovely little bridge. Looks like a decent spot for river fishing.
Augusta Historical Museum,"303 State St, Augusta",Augusta,4.8,33,37.6739215,-96.9791917,"museum, tourist_attraction, point_of_interest, establishment","Absolutely fantastic. Really neat information, great staff!

My family visited for the annual tea party and it was exquisite!! I would have paid 2x the price for the tickets for an extra 30 minutes.   ?á???ú so my only complaint about that event was that"
Center of Wichita,"100 E Douglas Ave, Wichita",Wichita,5.0,2,37.6860019,-97.3381779,"point_of_interest, establishment",Wichita Toy Run
Old Mill Plaza,"301 N Main St, Newton",Newton,4.8,13,38.0452683,-97.3452638,"point_of_interest, establishment","I recently dined here and was thoroughly impressed with the culinary experience. The shrimp was perfectly cooked and seasoned, offering a delightful burst of flavor with each bite. The truffle mac and cheese was a true highlight, rich and creamy with the"
Soldiers and Sailors Monument,"101 E 1st Ave, Hutchinson",Hutchinson,4.0,3,38.0532316,-97.929881,"point_of_interest, establishment","The Soldiers and Sailors Monument in downtown Hutchinson is truly a sight to behold. Standing tall, it serves as a poignant memorial to honor our veterans. The monument is flanked by two large cannons, adding to its majestic presence. At the base, beauti"
Derby Historical Museum,"710 E Market St, Derby",Derby,4.8,16,37.5446454,-97.2628757,"tourist_attraction, museum, point_of_interest, establishment",This is a fabulous museum! We were amazed at how much was in here! It's definitely one we will be going back to! The people that work there are wonderful and very knowledgeable! Such a great place!
Salt Discovery Well,"1 Discovery Lp, South Hutchinson",South Hutchinson,4.6,11,38.0137317,-97.9458296,"tourist_attraction, point_of_interest, establishment","Learning that salt was discovered in Hutchinson, Kansas was pretty awesome! No wonder it's called the Salt City! How cool is that this obscure little town out in the middle of nowhere is famous for so many things that I didn't even know of!"
Old Whitewater Jail,Whitewater,Whitewater,5.0,3,37.9632003,-97.1502693,"point_of_interest, establishment","An old, but well maintained calaboose."
Historic Lecompton,"640 E Woodson Ave, Lecompton",Lecompton,4.7,132,39.0445903,-95.3921085,"museum, tourist_attraction, point_of_interest, establishment",This museum is definitely worth your time for a nostalgic trip to the past. From the beautiful and historic Christmas tree displays to all of the artifacts from the wars and time gone past. This museum is a real gem.
Historic Ritchie House,"1116 SE Madison St, Topeka",Topeka,4.3,47,39.0427408,-95.6719708,"tourist_attraction, point_of_interest, establishment",Impromptu stop at the Ritchie House and glad we did. It is much less about the actual house and more of the John Ritchie history. Had an hour long lesson from the tour guide with a slideshow providing a deep dive into the many aspects of reform Ritchie a
Old Prairie Town at Ward-Meade Historic Site and Botanical Garden,"124 NW Fillmore St, Topeka",Topeka,4.6,464,39.0634685,-95.6833076,"tourist_attraction, park, museum, point_of_interest, establishment","What a lovely little place to walk through a touch of history. Being able to get close to architecture from such a long time ago.

I went during a time when they didn't have the buildings open to walk through them. And there was practically no one there."
Onaga Historical Society,"310 E 2nd St, Onaga",Onaga,4.9,7,39.4889827,-96.1659909,"museum, tourist_attraction, point_of_interest, establishment","Wonderful displays of local history, including a full-sized caboose, a one-room schoolhouse, and a settler's cabin. Marvelous way to spend an afternoon."
Constitution Hall State Historic Site,"319 Elmore St, Lecompton",Lecompton,4.6,107,39.0454091,-95.3947322,"museum, tourist_attraction, point_of_interest, establishment",One of the best tours I've ever had. The period-costumed docent gave an inspiring 15 minute chat about the events that happened in Lecompton and its effect on the 1860 election and the history of the United States. The first floor has some well-designed
Wamego Historical Museum,"406 4th St, Wamego",Wamego,4.7,30,39.2021295,-96.3004304,"museum, tourist_attraction, point_of_interest, establishment","The staff was so friendly and told us a lot about the items in the main room.  One of the volunteers opened all of the display building on site so we could see them (school house, store, cabin, etc)."
Old Jefferson Town,"703 Walnut St, Oskaloosa",Oskaloosa,4.5,10,39.2136142,-95.3095744,"tourist_attraction, museum, point_of_interest, establishment","Worth-the-drive destination.    Adults will love the beautifully-simple landscaping with the native grasses, split-rail fences and the views of prairie, lake and sky.   Kids could play forever in the old town setting.  Jefferson County saved a bunch of h"
Shawnee County Historical Society,"1118 SE Madison St, Topeka",Topeka,4.7,3,39.0426068,-95.6721691,"museum, tourist_attraction, point_of_interest, establishment",Bob did a great job in teaching us. He?ÇÖs very knowledgeable.
Nemaha County Historical Museum,"113 N 6th St, Seneca",Seneca,4.9,7,39.8361201,-96.0638549,"museum, tourist_attraction, point_of_interest, establishment","Very interesting! From the outside you'd never know the inside is full of all kinds of items from the past, some I've never seen before. Knowledgeable people inside to answer questions or give a tour. Enjoyed our visit."
Ward-Meade House,"3878+9V, Topeka",Topeka,4.5,2,39.0634196,-95.6826666,"point_of_interest, establishment",Just beautiful and free.
Fort Titus,"640 E Woodson Ave, Lecompton",Lecompton,5.0,2,39.044316,-95.3913306,"point_of_interest, establishment",Nice little park detailing the history of the fort.
Jefferson County Historical Society,"703 Walnut St, Oskaloosa",Oskaloosa,4.4,9,39.2136142,-95.3095744,"museum, tourist_attraction, library, point_of_interest, establishment","For a small few building old west town it is simply AMAZING. The caretakers have put so much amazing museum worthy antiques into each building its worth coming to see.
Please find time to go see it if you are in the area!"
The vieux Crossing and the Miltary road,"19466-19886 Oregon Trail Rd, Wamego",Wamego,3.0,1,39.2564926,-96.2507483,"point_of_interest, establishment","Not quite sure what to make of this place, since there is barely anything here at all. There are two interesting historical markers describing the crossing and the military road, plus a pavilion over a single picnic table. Barely enough parking for a cou"
"The Lawrence sign, Lawrence, KS","Riverfront at, N 3rd St, Lawrence",Lawrence,5.0,3,38.9872185,-95.2333727,"point_of_interest, establishment","If you're a Supernatural fan, you definitely want to stop by!
Jensen Ackles took a picture there a few years before the end of the show ?á???î
It looks smaller on picture than it is in real life though, if you're trying to climb on it, it is really narro"
Wabaunsee County Historical Society & Museum,"227 Missouri Ave, Alma",Alma,4.7,13,39.0126409,-96.2896837,"museum, tourist_attraction, point_of_interest, establishment","Great little museum of local history, covering Wabaunsee County from its frontier days. Lots and lots of exhibits spread out through the building.

When I visited in July 2022, the museum was undergoing some minor renovations in part of the building. Not"
Oregon Trail Monument,"200 E Mission St, St Marys",St Marys,5.0,1,39.1910513,-96.0616984,"point_of_interest, establishment","Amazing marker. Absolutely incredible that the Oregon Trail passed right through St. Marys. This monument was erected by Spanish-American War veterans.

Unfortunately, it is in a rather inconvenient location, sandwiched in between the railroad and a some"
Kansas Capital Dome,"300 SW 10th Ave, Topeka",Topeka,4.5,22,39.0478713,-95.678091,"point_of_interest, establishment",I have done a dome tour twice now in the past few months. The second time around we had a very knowledgeable tour guide who did a great job of informing us of many interesting facts about the capital building and dome. The architecture is very beautiful
Topeka Pioneer Memorial Plaque,"4254-4298 SW Reinisch Pkwy, Topeka",Topeka,3.0,1,39.0548485,-95.7324902,"point_of_interest, establishment",Interesting boulder. Kind of wish they included more information about the original settlers of Topeka. Tried to find information about the Shawnee County Settlers Society but failed. Apparently it went out of existence at some point in the past but no i
World War I Memorial Arch,"200 E Mission St, St Marys",St Marys,5.0,3,39.1912011,-96.0613208,"point_of_interest, establishment",The arch is next to a convent thus happened to stumble upon women of the cloth. A quite and meditative place to take a stroll on. A great site to lear more about the part St. Mary?ÇÖs played in the early stages our our history as well as religion.
Vieux Crossing Cemetery and Historical Marker,Louisville,Louisville,4.6,5,39.255884,-96.246578,"point_of_interest, establishment",We found this spot while looking for an Oregon trail crossing. Interesting historical information hidden in Kansas.
Pratt County Historical Museum,"208 S Ninnescah St, Pratt",Pratt,4.8,66,37.6445462,-98.7380052,"museum, tourist_attraction, point_of_interest, establishment","This unassuming diamond in the rough is a must see place to visit when in Pratt, Kansas.

The museum holds an amazing collection of artifacts (photographs, historical documents, collectables and even machinery) from a bygone era!

The displays relate to"
Kiowa County Historical Museum and Soda Fountain,"320 S Main St, Greensburg",Greensburg,4.7,97,37.603431,-99.2925058,"museum, tourist_attraction, store, food, point_of_interest, establishment","Milkshakes, ice cream, and other sweet treats are tasty. Short wait for food. The museum is interesting and talks about the history of Greensburg and surrounding towns."
