state,county,population
 West Virginia,Webster County,"8,378"
 West Virginia,Wetzel County,"14,442"
 West Virginia,Wirt County,"5,194"
 West Virginia,Wood County,"84,296"
 West Virginia,Wyoming County,"21,382"
 Wisconsin,Adams County,"20,654"
 Wisconsin,Ashland County,"16,027"
 Wisconsin,Barron County,"46,711"
 Wisconsin,Bayfield County,"16,220"
 Wisconsin,Brown County,"268,740"
 Wisconsin,Buffalo County,"13,317"
 Wisconsin,Burnett County,"16,526"
 Wisconsin,Calumet County,"52,442"
 Wisconsin,Chippewa County,"66,297"
 Wisconsin,Clark County,"34,659"
 Wisconsin,Columbia County,"58,490"
 Wisconsin,Crawford County,"16,113"
 Wisconsin,Dane County,"561,504"
 Wisconsin,Dodge County,"89,396"
 Wisconsin,Door County,"30,066"
 Wisconsin,Douglas County,"44,295"
 Wisconsin,Dunn County,"45,440"
 Wisconsin,Eau Claire County,"105,710"
 Wisconsin,Florence County,"4,558"
 Wisconsin,Fond du Lac County,"104,154"
 Wisconsin,Forest County,"9,179"
 Wisconsin,Grant County,"51,938"
 Wisconsin,Green County,"37,093"
 Wisconsin,Green Lake County,"19,018"
 Wisconsin,Iowa County,"23,709"
 Wisconsin,Iron County,"6,137"
 Wisconsin,Jackson County,"21,145"
 Wisconsin,Jefferson County,"84,900"
 Wisconsin,Juneau County,"26,718"
 Wisconsin,Kenosha County,"169,151"
 Wisconsin,Kewaunee County,"20,563"
 Wisconsin,La Crosse County,"120,784"
 Wisconsin,Lafayette County,"16,611"
 Wisconsin,Langlade County,"19,491"
 Wisconsin,Lincoln County,"28,415"
 Wisconsin,Manitowoc County,"81,359"
 Wisconsin,Marathon County,"138,013"
 Wisconsin,Marinette County,"41,872"
 Wisconsin,Marquette County,"15,592"
 Wisconsin,Menominee County,"4,255"
 Wisconsin,Milwaukee County,"939,489"
 Wisconsin,Monroe County,"46,274"
 Wisconsin,Oconto County,"38,965"
 Wisconsin,Oneida County,"37,845"
 Wisconsin,Outagamie County,"190,705"
 Wisconsin,Ozaukee County,"91,503"
 Wisconsin,Pepin County,"7,318"
 Wisconsin,Pierce County,"42,212"
 Wisconsin,Polk County,"44,977"
 Wisconsin,Portage County,"70,377"
 Wisconsin,Price County,"14,054"
 Wisconsin,Racine County,"197,727"
 Wisconsin,Richland County,"17,304"
 Wisconsin,Rock County,"163,687"
 Wisconsin,Rusk County,"14,188"
 Wisconsin,St. Croix County,"93,536"
 Wisconsin,Sauk County,"65,763"
 Wisconsin,Sawyer County,"18,074"
 Wisconsin,Shawano County,"40,881"
 Wisconsin,Sheboygan County,"118,034"
 Wisconsin,Taylor County,"19,913"
 Wisconsin,Trempealeau County,"30,760"
 Wisconsin,Vernon County,"30,714"
 Wisconsin,Vilas County,"23,047"
 Wisconsin,Walworth County,"106,478"
 Wisconsin,Washburn County,"16,623"
 Wisconsin,Washington County,"136,761"
 Wisconsin,Waukesha County,"406,978"
 Wisconsin,Waupaca County,"51,812"
 Wisconsin,Waushara County,"24,520"
 Wisconsin,Winnebago County,"171,730"
 Wisconsin,Wood County,"74,207"
 Wyoming,Albany County,"37,066"
 Wyoming,Big Horn County,"11,521"
 Wyoming,Campbell County,"47,026"
 Wyoming,Carbon County,"14,537"
 Wyoming,Converse County,"13,751"
 Wyoming,Crook County,"7,181"
 Wyoming,Fremont County,"39,234"
 Wyoming,Goshen County,"12,498"
 Wyoming,Hot Springs County,"4,621"
 Wyoming,Johnson County,"8,447"
 Wyoming,Laramie County,"100,512"
 Wyoming,Lincoln County,"19,581"
 Wyoming,Natrona County,"79,955"
 Wyoming,Niobrara County,"2,467"
 Wyoming,Park County,"29,624"
 Wyoming,Platte County,"8,605"
 Wyoming,Sheridan County,"30,921"
 Wyoming,Sublette County,"8,728"
 Wyoming,Sweetwater County,"42,272"
 Wyoming,Teton County,"23,331"
 Wyoming,Uinta County,"20,450"
 Wyoming,Washakie County,"7,685"
 Wyoming,Weston County,"6,838"
 Puerto Rico,Adjuntas Municipio,"18,020"
 Puerto Rico,Aguada Municipio,"38,136"
 Puerto Rico,Aguadilla Municipio,"55,101"
 Puerto Rico,Aguas Buenas Municipio,"24,223"
 Puerto Rico,Aibonito Municipio,"24,637"
 Puerto Rico,Añasco Municipio,"25,596"
 Puerto Rico,Arecibo Municipio,"87,754"
 Puerto Rico,Arroyo Municipio,"15,843"
 Puerto Rico,Barceloneta Municipio,"22,657"
 Puerto Rico,Barranquitas Municipio,"28,983"
 Puerto Rico,Bayamón Municipio,"185,187"
 Puerto Rico,Cabo Rojo Municipio,"47,158"
 Puerto Rico,Caguas Municipio,"127,244"
 Puerto Rico,Camuy Municipio,"32,827"
 Puerto Rico,Canóvanas Municipio,"42,337"
 Puerto Rico,Carolina Municipio,"154,815"
 Puerto Rico,Cataño Municipio,"23,155"
 Puerto Rico,Cayey Municipio,"41,652"
 Puerto Rico,Ceiba Municipio,"11,307"
 Puerto Rico,Ciales Municipio,"16,984"
 Puerto Rico,Cidra Municipio,"39,970"
 Puerto Rico,Coamo Municipio,"34,668"
 Puerto Rico,Comerío Municipio,"18,883"
 Puerto Rico,Corozal Municipio,"34,571"
 Puerto Rico,Culebra Municipio,"1,792"
 Puerto Rico,Dorado Municipio,"35,879"
 Puerto Rico,Fajardo Municipio,"32,124"
 Puerto Rico,Florida Municipio,"11,692"
 Puerto Rico,Guánica Municipio,"13,787"
 Puerto Rico,Guayama Municipio,"36,614"
 Puerto Rico,Guayanilla Municipio,"17,784"
 Puerto Rico,Guaynabo Municipio,"89,780"
 Puerto Rico,Gurabo Municipio,"40,622"
 Puerto Rico,Hatillo Municipio,"38,486"
 Puerto Rico,Hormigueros Municipio,"15,654"
 Puerto Rico,Humacao Municipio,"50,896"
 Puerto Rico,Isabela Municipio,"42,943"
 Puerto Rico,Jayuya Municipio,"14,779"
 Puerto Rico,Juana Díaz Municipio,"46,538"
 Puerto Rico,Juncos Municipio,"37,012"
 Puerto Rico,Lajas Municipio,"23,334"
 Puerto Rico,Lares Municipio,"28,105"
 Puerto Rico,Las Marías Municipio,"8,874"
 Puerto Rico,Las Piedras Municipio,"35,180"
 Puerto Rico,Loíza Municipio,"23,693"
 Puerto Rico,Luquillo Municipio,"17,781"
 Puerto Rico,Manatí Municipio,"39,492"
 Puerto Rico,Maricao Municipio,"4,755"
 Puerto Rico,Maunabo Municipio,"10,589"
 Puerto Rico,Mayagüez Municipio,"73,077"
 Puerto Rico,Moca Municipio,"37,460"
 Puerto Rico,Morovis Municipio,"28,727"
 Puerto Rico,Naguabo Municipio,"23,386"
 Puerto Rico,Naranjito Municipio,"29,241"
 Puerto Rico,Orocovis Municipio,"21,434"
 Puerto Rico,Patillas Municipio,"15,985"
 Puerto Rico,Peñuelas Municipio,"20,399"
 Puerto Rico,Ponce Municipio,"137,491"
 Puerto Rico,Quebradillas Municipio,"23,638"
 Puerto Rico,Rincón Municipio,"15,187"
 Puerto Rico,Río Grande Municipio,"47,060"
 Puerto Rico,Sabana Grande Municipio,"22,729"
 Puerto Rico,Salinas Municipio,"25,789"
 Puerto Rico,San Germán Municipio,"31,879"
 Puerto Rico,San Juan Municipio,"342,259"
 Puerto Rico,San Lorenzo Municipio,"37,693"
 Puerto Rico,San Sebastián Municipio,"39,345"
 Puerto Rico,Santa Isabel Municipio,"20,281"
 Puerto Rico,Toa Alta Municipio,"66,852"
 Puerto Rico,Toa Baja Municipio,"75,293"
 Puerto Rico,Trujillo Alto Municipio,"67,740"
 Puerto Rico,Utuado Municipio,"28,287"
 Puerto Rico,Vega Alta Municipio,"35,395"
 Puerto Rico,Vega Baja Municipio,"54,414"
 Puerto Rico,Vieques Municipio,"8,249"
 Puerto Rico,Villalba Municipio,"22,093"
 Puerto Rico,Yabucoa Municipio,"30,426"
 Puerto Rico,Yauco Municipio,"34,172"
